BirdID,RightTarsus,BodyMass,WingLength,HeadBill,BirthYear,SexEstimate,Observer,CatchTime,Ageclass,Island,Lifespan,ReproductiveOutput,Status,Moult,BirthDate,BirthFieldPeriodID,LastSeenYea,CatchID,FieldPeriodID,OccasionDate,OccasionID,dtemp,dtmin,dtmax,drainfall,OccasionYear,ageatsamp,fys,SurvStatus
5171,24.1,13.9,65,35.5,2007,0,JC,17:56:00,J,CN,1,NA,OFL,NA,2007-10-27,82,2008,5915,85,2008-01-25,2139,27.16252688172043,NA,NA,213.05,2008,0.2,1,1
5172,26,16,69,36.8,2007,1,JC,18:18:00,SA,CN,3,NA,SEEN1,NA,2007-05-31,77,2010,5916,85,2008-01-26,2140,27.08768817204301,NA,NA,NA,2008,0.7,1,1
5173,24.357142857142858,14.757142857142856,65.28571428571429,36.44285714285714,2007,0,JC,11:48:00,SA,CN,10,5,SEEN1,NA,2007-06-03,77,2017,5917,85,2008-01-29,2141,26.876917562724014,NA,NA,NA,2008,0.7,1,1
5174,24.2,15.4,67,36.6,2007,0,JC,17:52:00,SA,CN,9,NA,ABX,NA,2007-06-06,77,2016,5918,85,2008-02-01,2142,26.876917562724014,NA,NA,NA,2008,0.7,1,1
5194,22.85,13.95,66.5,34.7,2007,0,JC,10:26:00,SA,CN,3,NA,ABX,NA,2007-11-16,85,2010,5938,87,2008-07-13,2158,27.248387096774195,NA,NA,250.5,2008,0.7,1,1
5195,23.785714285714285,14.2,65.28571428571429,36.65714285714286,2008,0,JC,11:02:00,OFL,CN,7,4,H,NA,2008-03-15,85,2015,5939,87,2008-07-13,2158,27.20784946236559,NA,NA,NA,2008,0.3,1,1
5196,23.8,14.1,64,35.7,2008,0,JC,16:06:00,FL,CN,1,NA,OFL,NA,2008-05-14,87,2009,5940,87,2008-07-13,2158,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5197,25.866666666666667,15.966666666666667,68.33333333333333,36.86666666666667,2008,1,JC,16:21:00,FL,CN,2,1,OFL,NA,2008-05-15,87,2010,5941,87,2008-07-14,2159,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5198,24.6,15.9,66,35.5,2008,0,JC,15:46:00,FL,CN,1,NA,FL,NA,2008-05-16,87,2009,5942,87,2008-07-15,2160,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5199,25.6,15.1,69,37.4,2008,1,JC,10:58:00,OFL,CN,2,NA,ABX,NA,2008-03-18,85,2010,5943,87,2008-07-16,2161,27.20784946236559,NA,NA,NA,2008,0.3,1,1
5204,26.049999999999997,14.5,67,36.85,2008,1,JC,09:52:00,FL,CN,2,1,FL,NA,2008-05-19,87,2010,5948,87,2008-07-18,2165,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5209,26.3,13.9,66,36.7,2008,1,JC,08:45:00,FL,CN,0,NA,FL,NA,2008-05-23,87,2008,5953,87,2008-07-22,2168,26.543897849462365,NA,NA,NA,2008,0.2,0,1
5210,25.9,15,68,36,2008,1,JC,09:50:00,FL,CN,0,NA,OFL,NA,2008-05-23,87,2008,5954,87,2008-07-22,2168,26.543897849462365,NA,NA,NA,2008,0.2,0,1
5212,24.333333333333332,15.066666666666666,65.16666666666667,36.766666666666666,2008,0,JC,11:42:00,FL,CN,9,6,OFL,NA,2008-05-24,87,2017,5956,87,2008-07-23,2170,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5213,24.15,14.35,67,35.95,2007,0,JC,12:16:00,SA,CN,3,NA,ABX,NA,2007-11-26,85,2010,5957,87,2008-07-23,2170,27.248387096774195,NA,NA,250.5,2008,0.7,1,1
5215,25.4,16.1,71,37.5,2007,1,JC,08:54:00,SA,CN,2,NA,ABX,NA,2007-11-27,85,2009,5959,87,2008-07-24,2172,27.248387096774195,NA,NA,250.5,2008,0.7,1,1
5216,23.5,15.4,66,35.2,2007,0,JC,13:00:00,SA,CN,6,NA,H,NA,2007-11-27,85,2013,5960,87,2008-07-24,2172,27.248387096774195,NA,NA,250.5,2008,0.7,1,1
5217,24.325,15.875,64.25,35.425,2008,0,JC,14:47:00,FL,CN,7,5,OFL,NA,2008-05-25,87,2015,5961,87,2008-07-24,2172,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5220,25.6,16.775,71.75,37.875,2008,1,JC,10:50:00,OFL,CN,3,1,OFL,NA,2008-03-27,85,2011,5964,87,2008-07-25,2175,27.20784946236559,NA,NA,NA,2008,0.3,1,1
5224,23.525,14.7,64.33333333333333,35.775,2008,0,JC,10:42:00,FL,CN,5,1,OFL,NA,2008-05-27,87,2013,5968,87,2008-07-26,2178,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5225,25,NA,NA,NA,2008,1,JC,16:42:00,FL,CN,0,NA,FL,NA,2008-05-27,87,2008,5969,87,2008-07-26,2178,26.543897849462365,NA,NA,NA,2008,0.2,0,1
5226,24.366666666666667,14.833333333333334,66,35,2008,1,MH,11:53:00,SA,CN,7,NA,ABX,NA,2008-07-10,87,2015,6514,90,2009-02-20,2313,27.061114200964035,NA,NA,90.05,2009,0.6,1,1
5235,24.728571428571428,15.5875,66.28571428571429,35.48571428571429,2008,1,JC,11:12:00,FL,CN,9,2,FL,NA,2008-05-31,87,2017,5979,87,2008-07-30,2182,26.543897849462365,NA,NA,NA,2008,0.2,1,1
5236,26,15.4,69,36.6,2008,1,JC,10:00:00,FL,CN,1,NA,FL,NA,2008-06-01,87,2009,5980,87,2008-07-31,2183,26.455197132616487,NA,NA,NA,2008,0.2,1,1
5237,26.325,16.75,67.75,37.3,2008,1,JC,11:05:00,FL,CN,4,1,OFL,NA,2008-06-01,87,2012,5981,87,2008-07-31,2183,26.455197132616487,NA,NA,NA,2008,0.2,1,1
5240,26.133333333333333,17.325,68.66666666666667,38.1,2008,1,JC,11:10:00,OFL,CN,3,3,OFL,NA,2008-04-03,85,2011,5984,87,2008-08-01,2185,26.95602150537634,NA,NA,NA,2008,0.3,1,1
5242,24.5,14.7,65,36.2,2008,0,MH,13:35:00,A,CN,4,2,ABX,No,2008-07-15,87,2012,7184,105,2011-07-05,3532,27.061114200964035,NA,NA,90.05,2011,3,1,1
5247,24.3,15,65,36,2008,0,JC,09:05:00,FL,CN,1,NA,OFL,NA,2008-06-06,87,2009,5991,87,2008-08-05,2189,26.455197132616487,NA,NA,NA,2008,0.2,1,1
5248,26.2,15.5,69,36.4,2007,1,JC,10:31:00,SA,CN,2,NA,H,NA,2007-12-09,85,2009,5992,87,2008-08-05,2189,NA,NA,NA,NA,2008,0.7,1,1
5249,25.166666666666668,16.566666666666666,67.33333333333333,36.53333333333333,2007,1,JC,11:44:00,SA,CN,8,8,ABX,NA,2007-12-09,85,2015,5993,87,2008-08-05,2189,NA,NA,NA,NA,2008,0.7,1,1
5254,25.866666666666667,16.533333333333335,67.33333333333333,37.03333333333333,2008,1,JC,09:30:00,FL,CN,5,1,FL,NA,2008-06-09,87,2013,5998,87,2008-08-08,2193,26.666397849462367,NA,NA,30.1,2008,0.2,1,1
5256,23.7,15.2,67,35.9,2007,0,JC,09:39:00,SA,CN,2,NA,BrF,NA,2007-12-13,85,2009,6000,87,2008-08-09,2195,NA,NA,NA,NA,2008,0.7,1,1
5260,26.299999999999997,16.4,70.5,36.1,2008,1,JC,10:10:00,OFL,CN,1,NA,OFL,NA,2008-04-13,85,2009,6004,87,2008-08-11,2198,26.801693548387096,NA,NA,NA,2008,0.3,1,1
5261,25.1,16.3,70,37,2008,1,JC,10:25:00,FL,CN,1,NA,FL,NA,2008-06-12,87,2009,6005,87,2008-08-11,2198,26.666397849462367,NA,NA,30.1,2008,0.2,1,1
5262,26.933333333333334,17.225,68.83333333333333,37.233333333333334,2008,1,JC,11:04:00,OFL,CN,2,NA,OFL,NA,2008-04-13,85,2010,6006,87,2008-08-11,2198,26.801693548387096,NA,NA,NA,2008,0.3,1,1
5263,23.7,13.5,66,35.6,2008,0,JC,08:58:00,OFL,CN,0,1,H,NA,2008-04-14,85,2008,6007,87,2008-08-12,2199,26.801693548387096,NA,NA,NA,2008,0.3,0,1
5265,24.15,14.25,67.5,36.599999999999994,2008,0,JC,10:37:00,FL,CN,2,NA,FL,NA,2008-06-17,87,2010,6009,87,2008-08-16,2201,26.666397849462367,NA,NA,30.1,2008,0.2,1,1
5266,26.8,16.1,68,36.6,2007,1,JC,11:10:00,SA,CN,2,NA,ABX,NA,2007-12-20,85,2009,6010,87,2008-08-16,2201,NA,NA,NA,NA,2008,0.7,1,1
5267,24.35,14.716666666666667,64.5,35.75,2007,0,JC,13:09:00,SA,CN,8,4,ABX,NA,2007-12-20,85,2015,6011,87,2008-08-16,2201,NA,NA,NA,NA,2008,0.7,1,1
5268,24.1,14.2,65.5,36.3,2007,0,JC,09:38:00,SA,CN,3,1,ABX,NA,2007-12-22,85,2010,6012,87,2008-08-18,2202,NA,NA,NA,NA,2008,0.7,1,1
5269,25.2,15.1,69.5,36.3,2008,1,JC,09:40:00,FL,CN,2,1,FL,NA,2008-06-20,87,2010,6013,87,2008-08-19,2203,26.666397849462367,NA,NA,30.1,2008,0.2,1,1
5275,26.125,15.950000000000001,69,36.9,2008,1,JC,18:20:00,J,CN,5,2,OFL,NA,2008-10-03,87,2013,6387,90,2009-01-01,2266,27.407174638487206,NA,NA,274.15,2009,0.2,1,1
5276,25.4,16.1,68,36.6,2008,1,JC,18:47:00,J,CN,1,NA,OFL,NA,2008-10-16,87,2009,6388,90,2009-01-14,2267,27.407174638487206,NA,NA,274.15,2009,0.2,1,1
5277,23.4,14.1,66.33333333333333,36.13333333333333,2008,0,JW,12:41:00,J,CN,7,8,OFL,breast,2008-10-19,87,2015,6389,90,2009-01-17,2268,27.407174638487206,NA,NA,274.15,2009,0.2,1,1
5278,23.4,14.5,64,35.9,2008,0,JW,11:55:00,FL,CN,1,NA,OFL,NA,2008-11-24,90,2009,6446,90,2009-01-23,2286,27.241935483870968,NA,NA,398.3,2009,0.2,1,1
5279,24.9,14,63,36.1,2008,0,JW,11:35:00,J,CN,1,NA,OFL,NA,2008-10-27,87,2009,6452,90,2009-01-25,2289,27.407174638487206,NA,NA,274.15,2009,0.2,1,1
5280,25.8,15.8,67,36.8,2008,1,MH,16:20:00,FL,CN,1,NA,FL,"2 pen, 1 sec",2008-11-30,90,2009,6465,90,2009-01-29,2294,27.241935483870968,NA,NA,398.3,2009,0.2,1,1
5282,23.2,15.5,65,36.2,2008,0,JW,18:31:00,OFL,CN,7,2,ABX,"7 tail feathers, 2 prim.",2008-10-07,87,2015,6472,90,2009-02-04,2299,27.407174638487206,NA,NA,274.15,2009,0.3,1,1
5283,25.133333333333333,17.166666666666668,67.66666666666667,37.06666666666666,2009,1,SAK,11:20:00,A,CN,7,3,BrM,body,2009-01-28,90,2016,7366,105,2011-09-12,3664,28.32742703533026,NA,NA,NA,2011,2.6,1,1
5284,24.6,14.35,66.5,35.5,2008,0,MH,15:48:00,J,CN,7,4,FLOAT,NA,2008-11-09,90,2015,6477,90,2009-02-07,2301,27.241935483870968,NA,NA,398.3,2009,0.2,1,1
5285,26.025,17.2,68.75,37,2008,1,MH,15:08:00,SA,CN,7,5,ABX,NA,2008-06-15,87,2015,6481,90,2009-02-10,2303,26.666397849462367,NA,NA,30.1,2009,0.7,1,1
5287,23.5,14.5,65,36.1,2009,0,MH,15:32:00,OFL,CN,1,NA,AB,"a few body feathers, 1 tail feather",2009-02-03,90,2010,6727,92,2009-07-23,2454,28.596093189964158,NA,NA,NA,2009,0.5,1,1
5289,24.5,14.1,67,35.7,2009,0,MH,15:58:00,SA,CN,0,NA,ABX,body,2009-02-12,90,2009,6680,92,2009-06-18,2399,28.420403225806453,NA,NA,NA,2009,0.3,0,1
5290,26.566666666666666,16.1,69,37.675,2008,1,MH,10:44:00,OFL,CN,6,3,OFL,NA,2008-10-23,87,2014,6512,90,2009-02-20,2313,27.407174638487206,NA,NA,274.15,2009,0.3,1,1
5291,26.1875,16.425,67.6875,35.85,2008,1,MH,11:53:00,OFL,CN,10,11,OFL,NA,2008-10-23,87,2018,6513,90,2009-02-20,2313,27.407174638487206,NA,NA,274.15,2009,0.3,1,1
5292,25.04,16.96,69.6,36.18,2008,1,MH,11:00:00,J,CN,13,8,OFL,a few tail feathers,2008-11-23,90,2021,6517,90,2009-02-21,2316,27.241935483870968,NA,NA,398.3,2009,0.2,1,1
5293,24.7,14.9,67,36,2008,0,MH,12:24:00,J,CN,1,NA,OFL,NA,2008-11-23,90,2009,6518,90,2009-02-21,2316,27.241935483870968,NA,NA,398.3,2009,0.2,1,1
5312,24.3,14.3,65,35.5,2009,0,MH,14:26:00,FL,CN,0,NA,FL,1 tail feather,2009-04-23,92,2009,6674,92,2009-06-22,2394,27.486344086021507,NA,NA,NA,2009,0.2,0,1
5313,24.8,15.6,68,36.5,2009,0,MH,17:03:00,SA,CN,4,NA,H,one wing feather,2009-05-29,92,2013,7032,104,2010-07-04,3413,27.052795698924733,NA,NA,NA,2010,1.1,1,1
5314,26.4,14.9,70,37.2,2009,1,MH,16:10:00,OFL,CN,1,NA,AB,No,2009-02-16,90,2010,6676,92,2009-06-16,2397,28.420403225806453,NA,NA,NA,2009,0.3,1,1
5315,24.85,15.433333333333332,67,35.75,2009,0,MH,14:40:00,OFL,CN,2,NA,AB,tail,2009-02-20,90,2011,6677,92,2009-06-20,2398,28.420403225806453,NA,NA,NA,2009,0.3,1,1
5316,26.4,16.25,68,37.3,2009,1,MH,11:30:00,OFL,CN,NA,NA,AB,no,2009-02-20,90,NA,6678,92,2009-06-20,2398,28.420403225806453,NA,NA,NA,2009,0.3,NA,0
5317,25.75,14.899999999999999,69.5,36.55,2009,1,MH,12:20:00,FL,CN,1,NA,FL,No,2009-04-28,92,2010,6692,92,2009-06-27,2402,27.486344086021507,NA,NA,NA,2009,0.2,1,1
5318,24.3,13.95,66.5,36.3,2008,0,MH,17:00:00,SA,CN,1,NA,FLOAT,1 tail feather,2008-10-23,87,2009,6693,92,2009-06-20,2398,27.407174638487206,NA,NA,274.15,2009,0.7,1,1
5319,24.16,14.76,66.5,34.9,2009,0,MH,14:45:00,J,CN,NA,4,OFL,No,2009-03-25,90,NA,6694,92,2009-06-23,2403,27.90438172043011,NA,NA,NA,2009,0.2,NA,0
5320,23.7,14.899999999999999,68.25,35.3,2008,0,MH,15:54:00,A,CN,5,2,H,Many feathers on wings and tail,2008-06-22,87,2013,6695,92,2009-06-22,2394,26.666397849462367,NA,NA,30.1,2009,1,1,1
5321,25.4,15.7,67.5,35.9,2009,1,MH,14:53:00,J,CN,10,6,AB,No,2009-03-18,90,2019,6699,92,2009-06-16,2397,27.90438172043011,NA,NA,NA,2009,0.2,1,1
5322,26.3,15.8,69,36.5,2008,1,MH,16:08:00,SA,CN,1,NA,ABX,Wing + Tail,2008-10-19,87,2009,6700,92,2009-06-16,2397,27.407174638487206,NA,NA,274.15,2009,0.7,1,1
5323,23.966666666666665,14.733333333333334,65.83333333333333,35.86666666666667,2009,0,MH,09:19:00,OFL,CN,4,1,AB,No,2009-02-28,90,2013,6703,92,2009-06-28,2404,28.420403225806453,NA,NA,NA,2009,0.3,1,1
5324,24.9,15.366666666666667,65.33333333333333,35.93333333333333,2009,0,MH,08:40:00,OFL,CN,4,4,BrF,No,2009-02-28,90,2013,6704,92,2009-06-28,2404,28.420403225806453,NA,NA,NA,2009,0.3,1,1
5325,26.1,14.55,67,36.75,2009,1,MH,11:41:00,OFL,CN,1,NA,ABX,No,2009-03-02,90,2010,6714,92,2009-06-30,2405,28.301397849462365,NA,NA,NA,2009,0.3,1,1
5326,24.166666666666668,13.466666666666667,65.66666666666667,35.93333333333334,2009,0,MH,12:46:00,OFL,CN,1,NA,AB,No,2009-03-03,90,2010,6715,92,2009-07-01,2408,28.301397849462365,NA,NA,NA,2009,0.3,1,1
5327,25.8,15.9,69,37.3,2009,1,MH,11:33:00,OFL,CN,1,NA,H,No,2009-03-04,90,2010,6716,92,2009-07-02,2409,28.301397849462365,NA,NA,NA,2009,0.3,1,1
5332,24.8,13.1,65,36.2,2009,0,MH,10:59:00,OFL,CN,0,NA,AB,1 tail feather,2009-03-15,90,2009,6729,92,2009-07-13,2453,27.90438172043011,NA,NA,NA,2009,0.3,0,1
5333,26.325,15.975,68.125,37.099999999999994,2009,1,MH,10:14:00,FL,CN,5,8,FL,body,2009-05-18,92,2014,6734,92,2009-07-17,2449,27.052795698924733,NA,NA,NA,2009,0.2,1,1
5334,26.080000000000002,17.16,66,36.88,2009,1,MH,11:27:00,OFL,CN,4,2,OFL,body + tail,2009-03-22,90,2013,6735,92,2009-07-20,2450,27.90438172043011,NA,NA,NA,2009,0.3,1,1
5335,27.1,16.6,69,37.5,2008,1,MH,16:34:00,SA,CN,8,1,ABX,"Wing (sec), body, tail",2008-11-15,90,2016,6736,92,2009-07-13,2453,27.241935483870968,NA,NA,398.3,2009,0.7,1,1
5336,24.75,14.5,65,36.1,2009,0,MH,15:31:00,J,CN,1,1,OFL,Body+tail,2009-05-05,92,2010,6745,92,2009-08-03,2485,27.090394265232977,NA,NA,NA,2009,0.2,1,1
5337,24.45,14.25,65.5,35.8,2009,0,MH,12:11:00,J,CN,8,2,ABX,Tail+ right wing+body,2009-05-13,92,2017,6746,92,2009-08-11,2509,27.052795698924733,NA,NA,NA,2009,0.2,1,1
5338,25.6,15.54,69.2,36.28,2009,1,MH,11:05:00,OFL,CN,4,1,OFL,"Wing (1 feather), Body, Tail",2009-04-14,92,2013,6747,92,2009-08-12,2508,27.486344086021507,NA,NA,NA,2009,0.3,1,1
5339,23.200000000000003,13.55,65.5,35.9,2009,0,LAB,11:34:00,FL,CN,3,NA,FL,No,2009-05-29,92,2012,6761,92,2009-07-28,2491,27.052795698924733,NA,NA,NA,2009,0.2,1,1
5341,25,15.1,65,36.2,2008,0,MH,13:40:00,SA,CN,5,1,ABX,No,2008-12-18,90,2013,6771,92,2009-08-15,2512,NA,NA,NA,NA,2009,0.7,1,1
5343,25.6,15.6,69,36.5,2009,1,MH,16:58:00,SA,CN,1,NA,FLOAT,"1 primary, 2 tail feathers, body",2009-08-06,92,2010,7091,104,2010-08-10,3482,27.514336917562723,NA,NA,123.94999999999999,2010,1,1,1
5447,25.9,15,69,36,2009,1,MH,09:30:00,FL,CN,5,1,H,no,2009-05-09,92,2014,6926,92,2009-07-08,2407,27.090394265232977,NA,NA,NA,2009,0.2,1,1
5448,24.8,13.9,66,35.8,2009,0,LAB,14:26:00,FL,CN,1,NA,H,"Right wing, 4 moulting tail feathers",2009-05-17,92,2010,6927,92,2009-07-16,2469,27.052795698924733,NA,NA,NA,2009,0.2,1,1
5449,24.3,15.1,64,36.2,2009,0,MH,15:08:00,OFL,CN,0,NA,OFL,"body, 1 tail feather",2009-03-22,90,2009,6928,92,2009-07-20,2450,27.90438172043011,NA,NA,NA,2009,0.3,0,1
5450,24.759999999999998,15.040000000000001,65.2,36.5,2009,0,LAB,12:39:00,FL,CN,6,2,FL,body,2009-05-29,92,2015,6929,92,2009-07-28,2491,27.052795698924733,NA,NA,NA,2009,0.2,1,1
5451,24.4,14.8,65,36.6,2009,0,MH,12:13:00,J,CN,0,NA,SEEN2,no,2009-05-14,92,2009,6930,92,2009-08-12,2508,27.052795698924733,NA,NA,NA,2009,0.2,0,1
5452,24.6,14.2,67,36.25,2009,0,MH,12:00:00,FL,CN,11,4,FL,no,2009-06-16,92,2020,6931,92,2009-08-15,2512,26.98188172043011,NA,NA,189.1,2009,0.2,1,1
5453,25.6,15.5,68.375,36.575,2009,1,MH,15:50:00,SA,CN,6,1,FLOAT,"whole body, one tail feather",2009-08-05,92,2015,7089,104,2010-08-10,3482,27.514336917562723,NA,NA,123.94999999999999,2010,1,1,1
5455,24.1,13.1,64,35.3,2009,0,MH,09:20:00,FL,CN,1,NA,FL,body,2009-06-21,92,2010,6934,92,2009-08-20,2523,26.98188172043011,NA,NA,189.1,2009,0.2,1,1
5456,25.1,17.75,69.5,37.15,2009,1,MH,15:57:00,SA,CN,10,6,BrM,"1 primary, body",2009-08-11,92,2019,7100,104,2010-08-28,3486,27.56236559139785,NA,NA,192.73333333333335,2010,1,1,1
5457,24.8,15.45,66,36.9,2009,0,MH,16:04:00,J,CN,4,1,OFL,Body,2009-05-24,92,2013,6936,92,2009-08-22,2526,27.052795698924733,NA,NA,NA,2009,0.2,1,1
5459,23.4,13.5,64,36.2,2009,0,JW,10:11:00,SA,CN,1,NA,ABX,1 wing feather,2009-08-21,92,2010,6996,103,2010-02-23,3374,27.56236559139785,NA,NA,192.73333333333335,2010,0.5,1,1
5462,26.3,16.6,67,37,2009,1,MH,15:54:00,SA,CN,6,5,ABX,"whole tail, 1 sec, body, 1prim",2009-08-21,92,2015,7132,104,2010-09-01,3503,27.56236559139785,NA,NA,192.73333333333335,2010,1,1,1
5465,24.6,15.5,67,35.1,2009,0,DJW,15:36:00,A,CN,9,4,BrF,NA,2009-08-28,92,2018,7256,105,2011-07-28,3575,27.56236559139785,NA,NA,192.73333333333335,2011,1.9,1,1
5497,25.666666666666668,15.88,68.33333333333333,36.43333333333333,2009,1,VI,15:26:00,OFL,CN,2,NA,ABX,tail & wing,2009-10-27,92,2011,7003,103,2010-02-24,3360,27.84989247311828,NA,NA,194.55,2010,0.3,1,1
5498,25.166666666666668,14.833333333333334,65.33333333333333,36.06666666666667,2009,1,JW,11:45:00,OFL,CN,6,3,OFL,tail,2009-10-18,92,2015,7004,103,2010-02-15,3308,27.84989247311828,NA,NA,194.55,2010,0.3,1,1
5499,25.8,14.7,66,36,2009,1,VI,11:07:00,FL,CN,2,NA,FL,no,2009-12-21,103,2011,7005,103,2010-02-19,3357,NA,NA,NA,NA,2010,0.2,1,1
5507,27,16.2,70,37.5,2009,1,MH,14:35:00,SA,CN,1,NA,ABX,"No, but few feathers broken",2009-11-14,92,2010,7014,104,2010-07-12,3406,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5508,26.92,17.28,68,38.1,2009,1,MH,15:29:00,SA,CN,5,4,BrM,no,2009-11-15,92,2014,7015,104,2010-07-13,3407,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5509,26.8,16.200000000000003,70,37.55,2010,1,MH,16:19:00,OFL,CN,3,NA,OFL,Body,2010-03-14,103,2013,7016,104,2010-07-12,3406,28.004059139784946,NA,NA,NA,2010,0.3,1,1
5510,25.95,16.333333333333336,69,37.1,2009,1,MH,16:34:00,SA,CN,2,NA,H,no,2009-11-09,92,2011,7017,104,2010-07-07,3408,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5511,23.6,14.15,64.5,34.900000000000006,2010,0,MH,16:34:00,J,CN,7,5,OFL,NA,2010-04-07,103,2017,7018,104,2010-07-06,3409,27.779856630824373,NA,NA,NA,2010,0.2,1,1
5512,23.6,13.8,66,35,2010,0,MH,17:34:00,OFL,CN,0,NA,AB,no,2010-03-08,103,2010,7019,104,2010-07-06,3409,28.444121863799282,NA,NA,NA,2010,0.3,0,1
5513,26.7,16.82,69.4,36.9,2009,1,MH,15:47:00,SA,CN,NA,4,AB,no,2009-11-13,92,NA,7020,104,2010-07-11,3410,27.706451612903226,NA,NA,330.3,2010,0.7,1,0
5514,24.175,13.933333333333334,66.5,35.625,2009,0,MH,14:50:00,SA,CN,9,5,AB,no,2009-11-13,92,2018,7021,104,2010-07-11,3410,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5515,25.95,17.45,68,36.7,2009,1,MH,17:05:00,SA,CN,4,1,ABX,2 wing feathers,2009-11-13,92,2013,7022,104,2010-07-11,3410,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5516,24.9,15.600000000000001,66,35.8,2009,0,MH,13:37:00,SA,CN,4,1,ABX,no,2009-11-12,92,2013,7023,104,2010-07-10,3411,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5517,24.7,15.825,65.75,36.7,2009,0,MH,10:29:00,SA,CN,7,6,AB,"Both wings, body",2009-11-12,92,2016,7024,104,2010-07-10,3411,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5518,24.333333333333332,14.233333333333334,66,36.43333333333334,2009,0,MH,17:23:00,SA,CN,6,5,AB,no,2009-11-05,92,2015,7025,104,2010-07-03,3412,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5519,25.6,NA,69,37.3,2009,1,MH,15:13:00,SA,CN,1,NA,ABX,no,2009-11-06,92,2010,7026,104,2010-07-04,3413,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5520,26.3,15.6,69,37.1,2009,1,MH,16:28:00,SA,CN,1,NA,H,NA,2009-11-07,92,2010,7027,104,2010-07-05,3414,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5521,23.049999999999997,14.633333333333333,66,35.8,2009,0,MH,15:28:00,SA,CN,NA,2,AB,2 wing feathers + body,2009-11-08,92,NA,7028,104,2010-07-06,3409,27.706451612903226,NA,NA,330.3,2010,0.7,1,0
5522,25.96666666666667,16.46666666666667,69,37.2,2009,1,MH,16:44:00,SA,CN,7,11,ABX,no,2009-11-16,92,2016,7040,104,2010-07-14,3419,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5523,25.62,16.333333333333332,68.5,37.38333333333333,2009,1,MH,17:00:00,SA,CN,12,6,ABX,no,2009-11-16,92,2021,7041,104,2010-07-14,3419,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5524,24.633333333333333,14.633333333333335,66,36.36666666666667,2009,0,MH,08:45:00,SA,CN,8,6,SEEN1,no,2009-11-16,92,2017,7042,104,2010-07-14,3419,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5525,24.666666666666668,14.866666666666667,66.33333333333333,35.666666666666664,2009,0,MH,10:18:00,SA,CN,5,4,AB,NA,2009-11-16,92,2014,7043,104,2010-07-14,3419,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5526,25.9,17.1,69,38.2,2009,1,MH,12:45:00,A,CN,7,1,BrM,3 wing feathers,2009-07-14,92,2016,7044,104,2010-07-14,3419,27.301881720430107,NA,NA,123.94999999999999,2010,1,1,1
5527,25.1,13.9,68,36.7,2010,1,MH,15:51:00,OFL,CN,0,NA,OFL,no,2010-03-18,103,2010,7045,104,2010-07-16,3420,28.004059139784946,NA,NA,NA,2010,0.3,0,1
5528,24.049999999999997,15.200000000000001,69,36.45,2009,1,MH,14:23:00,SA,CN,6,1,AB,no,2009-11-20,92,2015,7048,104,2010-07-18,3424,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5529,24.6,15.4,68,35.849999999999994,2009,1,MH,16:40:00,SA,CN,4,NA,AB,"1 primary, body",2009-11-20,92,2013,7049,104,2010-07-18,3424,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5530,25,15.5,64.33333333333333,36.733333333333334,2009,0,MH,14:07:00,SA,CN,10,3,ABX,"body, 2 primaries",2009-11-29,92,2019,7052,104,2010-07-27,3445,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5531,25.4,15.8,69,36.2,2009,0,MH,17:44:00,A,CN,4,1,BrF,4 tail feathers,2009-07-29,92,2013,7053,104,2010-07-29,3446,27.301881720430107,NA,NA,123.94999999999999,2010,1,1,1
5532,25.1,15.200000000000001,67,36.4,2009,0,MH,08:35:00,SA,CN,4,1,FLOAT,no,2009-11-29,92,2013,7054,104,2010-07-27,3445,27.706451612903226,NA,NA,330.3,2010,0.7,1,1
5533,25.25,15.65,65,36.849999999999994,2010,0,MH,15:06:00,OFL,CN,1,1,OFL,"2 primaries, 5 tail feathers",2010-03-25,103,2011,7055,104,2010-07-23,3447,28.004059139784946,NA,NA,NA,2010,0.3,1,1
